Id,Name,Quality,Slot,Type,SubType,Texture,Source,Zone,Dungeon Difficulty,Phase,Class,Spec,BIS Status/arguments,Link,SourceType,SourceNumber,SourceFaction
34177,Clutch of Demise,,Neck,,,,Brutallus,Sunwell Plateau,,5,Hunter,Marksmanship,BIS,https://wowhead.com/item=34177,Drop,0,B
32260,Choker of Endless Nightmares,,Neck,,,,Supremus,Black Temple,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=32260,Drop,0,B
32591,Choker of Serrated Blades,,Neck,,,,Trash Drop,"Black Temple"" & ""Hyjal Summit",,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=32591,Drop,0,B
30017,Telonicus's Pendant of Mayhem,,Neck,,,,Kael'thas Sunstrider,Tempest Keep,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=30017,Drop,0,B
34189,Band of Ruinous Delight,,Ring,,,,Eredar Twins,Sunwell Plateau,,5,Hunter,Marksmanship,BIS,https://wowhead.com/item=34189,Drop,0,B
34361,Hard Khorium Band,,Ring,,,,Jewelcrafting (365),46124,,5,Hunter,Marksmanship,BIS,https://wowhead.com/item=34361,Profession,0,B
34887,Angelista's Revenge,,Ring,,,,Badge of Justice,Smith Hauthaa,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=34887,Dungeon Token,60,B
33496,Signet of Primal Wrath,,Ring,,,,Timed Event,Zul'Aman,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=33496,Drop,0,B
32497,Stormrage Signet Ring,,Ring,,,,Illidan Stormrage,Black Temple,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=32497,Drop,0,B
29301,Band of the Eternal Champion,,Ring,,,,The Scale of the Sands,Exalted,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=29301,Reputation,0,B
29997,Band of the Ranger-General,,Ring,,,,Kael'thas Sunstrider,Tempest Keep,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=29997,Drop,0,B
32266,Ring of Deceitful Intent,,Ring,,,,Shade of Akama,Black Temple,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=32266,Drop,0,B
34427,Blackened Naaru Sliver,,Trinket,,,,M'uru,Sunwell Plateau,,5,Hunter,Marksmanship,BIS,https://wowhead.com/item=34427,Drop,0,B
28830,Dragonspine Trophy,,Trinket,,,,Gruul the Dragonkiller,Gruul's Lair,,5,Hunter,Marksmanship,BIS,https://wowhead.com/item=28830,Drop,0,B
33831,Berserker's Call,,Trinket,,,,Zul'jin,Zul'Aman,,5,Hunter,Marksmanship,BIS,https://wowhead.com/item=33831,Drop,0,B
32505,Madness of the Betrayer,,Trinket,,,,The Illidari Council,Black Temple,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=32505,Drop,0,B
29383,Bloodlust Brooch,,Trinket,,,,Badge of Justice,G'eras,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=29383,Dungeon Token,41,B
32487,Ashtongue Talisman of Swiftness,,Trinket,,,,Ashtongue Deathsworn,Exalted,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=32487,Reputation,0,B
34331,Hand of the Deceiver,,Main Hand,,,,Kil'Jaeden,Sunwell Plateau,,5,Hunter,Marksmanship,BIS,https://wowhead.com/item=34331,Drop,0,B
34329,Crux of the Apocalypse,,Main Hand~Off Hand,,,,Kil'Jaeden,Sunwell Plateau,,5,Hunter,Marksmanship,Alt/BIS,https://wowhead.com/item=34329,Drop,0,B
34893,Vanir's Right Fist of Brutality,,Main Hand,,,,Badge of Justice,Smith Hauthaa,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=34893,Dungeon Token,105,B
34197,Shiv of Exsanguination,,Main Hand~Off Hand,,,,Eredar Twins,Sunwell Plateau,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=34197,Drop,0,B
33389,Dagger of Bad Mojo,,Main Hand~Off Hand,,,,Hex Lord Malacrass,Zul'Aman,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=33389,Drop,0,B
30901,Boundless Agony,,Main Hand,,,,Azgalor,Hyjal Summit,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=30901,Drop,0,B
32944,Talon of the Phoenix,,Main Hand,,,,Al'ar,Tempest Keep,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=32944,Drop,0,B
34203,Grip of Mannoroth,,Off Hand,,,,Eredar Twins,Sunwell Plateau,,5,Hunter,Marksmanship,BIS,https://wowhead.com/item=34203,Drop,0,B
34951,Vanir's Left Fist of Brutality,,Off Hand,,,,Badge of Justice,Smith Hauthaa,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=34951,Dungeon Token,45,B
34165,Fang of Kalecgos,,Off Hand,,,,Kalecgos,Sunwell Plateau,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=34165,Drop,0,B
34346,Mounting Vengeance,,Off Hand,,,,Trash Drop,Sunwell Plateau,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=34346,Drop,0,B
30881,Blade of Infamy,,Off Hand,,,,Anetheron,Hyjal Summit,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=30881,Drop,0,B
30865,Tracker's Blade,,Off Hand,,,,Rage Winterchill,Hyjal Summit,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=30865,Drop,0,B
34183,Shivering Felspine,,Two Hand,,,,Trash Drop,Sunwell Plateau,,5,Hunter,Marksmanship,BIS,https://wowhead.com/item=34183,Drop,0,B
34247,"Apolyon, the Soul-Render",,Two Hand,,,,Kil'Jaeden,Sunwell Plateau,,5,Hunter,Marksmanship,BIS,https://wowhead.com/item=34247,Drop,0,B
32248,Halberd of Desolation,,Two Hand,,,,High Warlord Naj'entus,Black Temple,,5,Hunter,Marksmanship,BIS,https://wowhead.com/item=32248,Drop,0,B
29993,Twinblade of the Phoenix,,Two Hand,,,,Kael'thas Sunstrider,Tempest Keep,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=29993,Drop,0,B
33492,Trollbane,,Two Hand,,,,Timed Event,Zul'Aman,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=33492,Drop,0,B
34334,"Thori'dal, the Stars' Fury",,Ranged/Relic,,,,Kil'Jaeden,Sunwell Plateau,,5,Hunter,Marksmanship,BIS,https://wowhead.com/item=34334,Drop,0,B
34196,Golden Bow of Quel'Thalas,,Ranged/Relic,,,,Eredar Twins,Sunwell Plateau,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=34196,Drop,0,B
30906,Bristleblitz Striker,,Ranged/Relic,,,,Archimonde,Hyjal Summit,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=30906,Drop,0,B
32336,Black Bow of the Betrayer,,Ranged/Relic,,,,Illidan Stormrage,Black Temple,,5,Hunter,Marksmanship,Alt,https://wowhead.com/item=32336,Drop,0,B
28275,Beast Lord Helm,,Head,,,,Pathaleon the Calculator,The Mechanar,Normal,0,Hunter,Survival,BIS,https://wowhead.com/item=28275,Drop,0,B
27414,Mok'Nathal Beast-Mask,,Head,,,,Exarch Maladaar,Auchenai Crypts,Normal,0,Hunter,Survival,Alt,https://wowhead.com/item=27414,Drop,0,B
22438,Cryptstalker Headpiece,,Head,,,,Cryptstalker Headpiece,Naxxramas,,0,Hunter,Survival,Alt,https://wowhead.com/item=22438,Quest,0,B
31109,Stealther's Helmet of Second Sight,,Head,,,,"Teron Gorefiend, I am.",Shadowmoon Valley,,0,Hunter,Survival,Alt,https://wowhead.com/item=31109,Quest,0,B
31106,Stalker's Helmet of Second Sight,,Head,,,,"Teron Gorefiend, I am.",Shadowmoon Valley,,0,Hunter,Survival,Alt,https://wowhead.com/item=31106,Quest,0,B
31281,Mask of Veiled Death,,Head,,,,World Drop,,,0,Hunter,Survival,Alt,https://wowhead.com/item=31281,Drop,0,B
27801,Beast Lord Mantle,,Shoulder,,,,Warlord Kalithresh,The Steamvault,Normal,0,Hunter,Survival,BIS,https://wowhead.com/item=27801,Drop,0,B
27434,Mantle of Perenolde,,Shoulder,,,,Epoch Hunter,Old Hillsbrad Foothills,Normal,0,Hunter,Survival,Alt,https://wowhead.com/item=27434,Drop,0,B
25790,Expedition Scout's Epaulets,,Shoulder,,,,Fel Embers,The Shattered Halls,Normal,0,Hunter,Survival,Alt,https://wowhead.com/item=25790,Quest,0,A
22439,Cryptstalker Spaulders,,Shoulder,,,,Cryptstalker Spaulders,Naxxramas,,0,Hunter,Survival,Alt,https://wowhead.com/item=22439,Quest,0,B
27797,Wastewalker Shoulderpads,,Shoulder,,,,Avatar of the Martyred,Auchenai Crypts (Heroic),Heroic,0,Hunter,Survival,Alt,https://wowhead.com/item=27797,Drop,0,B
29382,Blood Knight War Cloak,,Back,,,,Badge of Justice,G'eras,,0,Hunter,Survival,BIS,https://wowhead.com/item=29382,Dungeon Token,25,B
27892,Cloak of the Inciter,,Back,,,,Blackheart the Inciter,Shadow Labyrinth,Normal,0,Hunter,Survival,Alt,https://wowhead.com/item=27892,Drop,0,B
24259,Vengeance Wrap,,Back,,,,Tailoring (365),31449,,0,Hunter,Survival,Alt,https://wowhead.com/item=24259,Profession,0,B
31255,Cloak of the Craft,,Back,,,,World Drop,,,0,Hunter,Survival,Alt,https://wowhead.com/item=31255,Drop,0,B
27878,Auchenai Death Shroud,,Back,,,,Avatar of the Martyred,Auchenai Crypts (Heroic),Heroic,0,Hunter,Survival,Alt,https://wowhead.com/item=27878,Drop,0,B
28228,Beast Lord Cuirass,,Chest,,,,Warp Splinter,The Botanica,Normal,0,Hunter,Survival,BIS,https://wowhead.com/item=28228,Drop,0,B
29525,Primalstrike Vest,,Chest,,,,Leatherworking (375),35589,,0,Hunter,Survival,Alt,https://wowhead.com/item=29525,Profession,0,B
30933,Hauberk of Karabor,,Chest,,,,Varedis Must Be Stopped,Shadowmoon Valley,,0,Hunter,Survival,Alt,https://wowhead.com/item=30933,Quest,0,B
22436,Cryptstalker Tunic,,Chest,,,,Cryptstalker Tunic,Naxxramas,,0,Hunter,Survival,Alt,https://wowhead.com/item=22436,Quest,0,B
25697,Felstalker Bracers,,Wrist,,,,Leatherworking (360),32499,,0,Hunter,Survival,BIS,https://wowhead.com/item=25697,Profession,0,B
29246,Nightfall Wristguards,,Wrist,,,,Epoch Hunter,Old Hillsbrad Foothills (H),Heroic,0,Hunter,Survival,BIS,https://wowhead.com/item=29246,Drop,0,B
29527,Primalstrike Bracers,,Wrist,,,,Leatherworking (375),35591,,0,Hunter,Survival,Alt,https://wowhead.com/item=29527,Profession,0,B
22443,Cryptstalker Wristguards,,Wrist,,,,Cryptstalker Wristguards,Naxxramas,,0,Hunter,Survival,Alt,https://wowhead.com/item=22443,Quest,0,B
27474,Beast Lord Handguards,,Hands,,,,Warchief Kargath Bladefist,The Shattered Halls,Normal,0,Hunter,Survival,BIS,https://wowhead.com/item=27474,Drop,0,B
30003,Gloves of the Nether-Stalker,,Hands,,,,Dealing with the Overmaster,Netherstorm,,0,Hunter,Survival,Alt,https://wowhead.com/item=30003,Quest,0,B
30951,Ar'tor's Mainstay,,Hands,,,,The Cipher of Damnation - The Third Fragment Recovered,Shadowmoon Valley,,0,Hunter,Survival,Alt,https://wowhead.com/item=30951,Quest,0,B
16463,Marshal's Chain Grips,,Hands,,,,,Classic PvP Vendor,,0,Hunter,Survival,Alt,https://wowhead.com/item=16463,PvP,0,B
16571,General's Chain Gloves,,Hands,,,,,Classic PvP Vendor,,0,Hunter,Survival,Alt,https://wowhead.com/item=16571,PvP,0,B
22441,Cryptstalker Handguards,,Hands,,,,Cryptstalker Handguards,Naxxramas,,0,Hunter,Survival,Alt,https://wowhead.com/item=22441,Quest,0,B
27760,Dunewind Sash,,Waist,,,,Ghaz'an,The Underbog,Normal,0,Hunter,Survival,BIS,https://wowhead.com/item=27760,Drop,0,B
29247,Girdle of the Deathdealer,,Waist,,,,Aeonus,The Black Morass (H),Heroic,0,Hunter,Survival,BIS,https://wowhead.com/item=29247,Drop,0,B
22442,Cryptstalker Girdle,,Waist,,,,Cryptstalker Girdle,Naxxramas,,0,Hunter,Survival,Alt,https://wowhead.com/item=22442,Quest,0,B
29526,Primalstrike Belt,,Waist,,,,Leatherworking (375),35590,,0,Hunter,Survival,Alt,https://wowhead.com/item=29526,Profession,0,B
25695,Felstalker Belt,,Waist,,,,Leatherworking (350),32498,,0,Hunter,Survival,Alt,https://wowhead.com/item=25695,Profession,0,B
27837,Wastewalker Leggings,,Legs,,,,Nexus-Prince Shaffar,Mana Tombs (H),Heroic,0,Hunter,Survival,BIS,https://wowhead.com/item=27837,Drop,0,B
22437,Cryptstalker Legguards,,Legs,,,,Cryptstalker Legguards,Naxxramas,,0,Hunter,Survival,Alt,https://wowhead.com/item=22437,Quest,0,B
27874,Beast Lord Leggings,,Legs,,,,Warlord Kalithresh,The Steamvault,Normal,0,Hunter,Survival,Alt,https://wowhead.com/item=27874,Drop,0,B
30538,Midnight Legguards,,Legs,,,,Quagmirran,The Slave Pens (H),Heroic,0,Hunter,Survival,Alt,https://wowhead.com/item=30538,Drop,0,B
28219,Emerald-Scale Greaves,,Legs,,,,Captain Skarloc,Old Hillsbrad Foothills (H),Heroic,0,Hunter,Survival,Alt,https://wowhead.com/item=28219,Drop,0,B
27430,Scaled Greaves of Patience,,Legs,,,,Captain Skarloc,Old Hillsbrad Foothills,Normal,0,Hunter,Survival,Alt,https://wowhead.com/item=27430,Drop,0,B
29262,Boots of the Endless Hunt,,Feet,,,,Warp Splinter,The Botanica (H),Heroic,0,Hunter,Survival,BIS,https://wowhead.com/item=29262,Drop,0,B
30401,Farahlite Studded Boots,,Feet,,,,A Fate Worse Than Death,Netherstorm,,0,Hunter,Survival,Alt,https://wowhead.com/item=30401,Quest,0,B
31288,The Master's Treads,,Feet,,,,World Drop,,,0,Hunter,Survival,Alt,https://wowhead.com/item=31288,Drop,0,B
22440,Cryptstalker Boots,,Feet,,,,Cryptstalker Boots,Naxxramas,,0,Hunter,Survival,Alt,https://wowhead.com/item=22440,Quest,0,B
25686,Fel Leather Boots,,Feet,,,,Leatherworking (350),32493,,0,Hunter,Survival,Alt,https://wowhead.com/item=25686,Profession,0,B
28343,Jagged Bark Pendant,,Neck,,,,Warp Splinter,The Botanica,Normal,0,Hunter,Survival,BIS,https://wowhead.com/item=28343,Drop,0,B
19377,Prestor's Talisman of Connivery,,Neck,,,,Nefarian,Blackwing Lair,,0,Hunter,Survival,Alt,https://wowhead.com/item=19377,Drop,0,B
29381,Choker of Vile Intent,,Neck,,,,Badge of Justice,G'eras,,0,Hunter,Survival,Alt,https://wowhead.com/item=29381,Dungeon Token,25,B
25562,Earthen Mark of Razing,,Neck,,,,Gurok the Usurper,Nagrand,,0,Hunter,Survival,Alt,https://wowhead.com/item=25562,Quest,0,B
31326,Truestrike Ring,,Ring,,,,World Drop,,,0,Hunter,Survival,BIS,https://wowhead.com/item=31326,Drop,0,B
22961,Band of Reanimation,,Ring,,,,Patchwerk,Naxxramas,,0,Hunter,Survival,BIS,https://wowhead.com/item=22961,Drop,0,B
27925,Ravenclaw Band,,Ring,,,,Talon King Ikiss,Sethekk Halls,Normal,0,Hunter,Survival,BIS,https://wowhead.com/item=27925,Drop,0,B
31277,Pathfinder's Band,,Ring,,,,World Drop,,,0,Hunter,Survival,BIS,https://wowhead.com/item=31277,Drop,0,B
30860,Kaylaan's Signet,,Ring,,,,Deathblow to the Legion,Netherstorm,,0,Hunter,Survival,Alt,https://wowhead.com/item=30860,Quest,0,B
31077,Slayer's Mark of the Redemption,,Ring,,,,Dissension Amongst the Ranks.,Shadowmoon Valley,,0,Hunter,Survival,Alt,https://wowhead.com/item=31077,Quest,0,B
30973,Band of Anguish,,Ring,,,,News of Victory,Shadowmoon Valley,,0,Hunter,Survival,Alt,https://wowhead.com/item=30973,Quest,0,B
23038,Band of Unnatural Forces,,Ring,,,,Loatheb,Naxxramas,,0,Hunter,Survival,Alt,https://wowhead.com/item=23038,Drop,0,B
29383,Bloodlust Brooch,,Trinket,,,,Badge of Justice,G'eras,,0,Hunter,Survival,BIS,https://wowhead.com/item=29383,Dungeon Token,41,B
28034,Hourglass of the Unraveller,,Trinket,,,,Temporus,The Black Morass,Normal,0,Hunter,Survival,BIS,https://wowhead.com/item=28034,Drop,0,B
28041,Bladefist's Breadth,,Trinket,,,,"Overlord"" & ""Cruel's Intentions",Hellfire Peninsula,,0,Hunter,Survival,Alt,https://wowhead.com/item=28041,Quest,0,B
28288,Abacus of Violent Odds,,Trinket,,,,Pathaleon the Calculator,The Mechanar,Normal,0,Hunter,Survival,Alt,https://wowhead.com/item=28288,Drop,0,B
21670,Badge of the Swarmguard,,Trinket,,,,Battleguard Sartura,Ahn'Qiraj,,0,Hunter,Survival,Alt,https://wowhead.com/item=21670,Drop,0,B
28263,Stellaris,,Main Hand,,,,Nethermancer Sepethrea,The Mechanar,Normal,0,Hunter,Survival,BIS,https://wowhead.com/item=28263,Drop,0,B
30277,Ripfang Paw,,Main Hand,,,,Declawing Doomclaw,Netherstorm,,0,Hunter,Survival,BIS,https://wowhead.com/item=30277,Quest,0,B
27846,Claw of the Watcher,,Main Hand,,,,Shirrak the Dead Watcher,Auchenai Crypts (H),Heroic,0,Hunter,Survival,BIS,https://wowhead.com/item=27846,Drop,0,B
29372,Void-Talon,,Main Hand,,,,Dealer Jadyan,Netherstorm,,0,Hunter,Survival,BIS,https://wowhead.com/item=29372,Vendor,0,B
29121,Guile of Khoraazi,,Main Hand~Off Hand,,,,The Consortium,Exalted,,0,Hunter,Survival,Alt,https://wowhead.com/item=29121,Reputation,0,B
32781,Talon of Anzu,,Off Hand,,,,Anzu,Sethekk Halls (H),Heroic,0,Hunter,Survival,BIS,https://wowhead.com/item=32781,Drop,0,B
28315,Stormreaver Warblades,,Off Hand,,,,High Botanist Freywinn,The Botanica,Normal,0,Hunter,Survival,Alt,https://wowhead.com/item=28315,Drop,0,B
23242,Claw of the Frost Wyrm,,Off Hand,,,,Sapphiron,Naxxramas,,0,Hunter,Survival,Alt,https://wowhead.com/item=23242,Drop,0,B
28435,Mooncleaver,,Two Hand,,,,Blacksmithing (375),34544,,0,Hunter,Survival,BIS,https://wowhead.com/item=28435,Profession,0,B
27903,Sonic Spear,,Two Hand,,,,Murmur,Shadow Labyrinth,Normal,0,Hunter,Survival,BIS,https://wowhead.com/item=27903,Drop,0,B
29329,Terokk's Quill,,Two Hand,,,,Terokk's Legacy,Sethekk Halls,Normal,0,Hunter,Survival,Alt,https://wowhead.com/item=29329,Quest,0,B
29356,Quantum Blade,,Two Hand,,,,Aeonus,The Black Morass (H),Heroic,0,Hunter,Survival,Alt,https://wowhead.com/item=29356,Drop,0,B
23039,The Eye of Nerub,,Two Hand,,,,Loatheb,Naxxramas,,0,Hunter,Survival,Alt,https://wowhead.com/item=23039,Drop,0,B
29351,Wrathtide Longbow,,Ranged/Relic,,,,Warlord Kalithresh,The Steamvault (H),Heroic,0,Hunter,Survival,BIS,https://wowhead.com/item=29351,Drop,0,B
31303,Valanos' Longbow,,Ranged/Relic,,,,World Drop,,,0,Hunter,Survival,Alt,https://wowhead.com/item=31303,Drop,0,B
29151,Veteran's Musket,,Ranged/Relic,,,,Honor Hold,Exalted,,0,Hunter,Survival,Alt,https://wowhead.com/item=29151,Reputation,0,A
29152,Marksman's Bow,,Ranged/Relic,,,,Thrallmar,Exalted,,0,Hunter,Survival,Alt,https://wowhead.com/item=29152,Reputation,0,H
22812,Nerubian Slavemaker,,Ranged/Relic,,,,Kel'Thuzad,Naxxramas,,0,Hunter,Survival,Alt,https://wowhead.com/item=22812,Drop,0,B
31323,Don Santos' Famous Hunting Rifle,,Ranged/Relic,,,,Opera Event (Wolf),Karazhan,,0,Hunter,Survival,Alt,https://wowhead.com/item=31323,Drop,0,B
28275,Beast Lord Helm,,Head,,,,Pathaleon the Calculator,The Mechanar,Normal,1,Hunter,Survival,BIS,https://wowhead.com/item=28275,Drop,0,B
27414,Mok'Nathal Beast-Mask,,Head,,,,Exarch Maladaar,Auchenai Crypts,Normal,1,Hunter,Survival,Alt,https://wowhead.com/item=27414,Drop,0,B
29081,Demon Stalker Greathelm,,Head,,,,Prince Malchezaar,Karazhan,,1,Hunter,Survival,Alt,https://wowhead.com/item=29081,Tier Token,29759,B
31109,Stealther's Helmet of Second Sight,,Head,,,,"Teron Gorefiend, I am.",Shadowmoon Valley,,1,Hunter,Survival,Alt,https://wowhead.com/item=31109,Quest,0,B
31106,Stalker's Helmet of Second Sight,,Head,,,,"Teron Gorefiend, I am.",Shadowmoon Valley,,1,Hunter,Survival,Alt,https://wowhead.com/item=31106,Quest,0,B
31281,Mask of Veiled Death,,Head,,,,World Drop,,,1,Hunter,Survival,Alt,https://wowhead.com/item=31281,Drop,0,B
27801,Beast Lord Mantle,,Shoulder,,,,Warlord Kalithresh,The Steamvault,Normal,1,Hunter,Survival,BIS,https://wowhead.com/item=27801,Drop,0,B
25790,Expedition Scout's Epaulets,,Shoulder,,,,Fel Embers,The Shattered Halls,Normal,1,Hunter,Survival,Alt,https://wowhead.com/item=25790,Quest,0,A
27797,Wastewalker Shoulderpads,,Shoulder,,,,Avatar of the Martyred,Auchenai Crypts (Heroic),Heroic,1,Hunter,Survival,Alt,https://wowhead.com/item=27797,Drop,0,B
27434,Mantle of Perenolde,,Shoulder,,,,Epoch Hunter,Old Hillsbrad Foothills,Normal,1,Hunter,Survival,Alt,https://wowhead.com/item=27434,Drop,0,B
28672,Drape of the Dark Reavers,,Back,,,,Shade of Aran,Karazhan,,1,Hunter,Survival,BIS,https://wowhead.com/item=28672,Drop,0,B
29382,Blood Knight War Cloak,,Back,,,,Badge of Justice,G'eras,,1,Hunter,Survival,BIS,https://wowhead.com/item=29382,Dungeon Token,25,B
27878,Auchenai Death Shroud,,Back,,,,Avatar of the Martyred,Auchenai Crypts (Heroic),Heroic,1,Hunter,Survival,Alt,https://wowhead.com/item=27878,Drop,0,B
27892,Cloak of the Inciter,,Back,,,,Blackheart the Inciter,Shadow Labyrinth,Normal,1,Hunter,Survival,Alt,https://wowhead.com/item=27892,Drop,0,B
24259,Vengeance Wrap,,Back,,,,Tailoring (365),31449,,1,Hunter,Survival,Alt,https://wowhead.com/item=24259,Profession,0,B
28777,Cloak of the Pit Stalker,,Back,,,,Magtheridon,Magtheridon's Lair,,1,Hunter,Survival,Alt,https://wowhead.com/item=28777,Drop,0,B
28228,Beast Lord Cuirass,,Chest,,,,Warp Splinter,The Botanica,Normal,1,Hunter,Survival,BIS,https://wowhead.com/item=28228,Drop,0,B
29525,Primalstrike Vest,,Chest,,,,Leatherworking (375),35589,,1,Hunter,Survival,BIS,https://wowhead.com/item=29525,Profession,0,B
29515,Ebon Netherscale Breastplate,,Chest,,,,Leatherworking (375),35575,,1,Hunter,Survival,Alt,https://wowhead.com/item=29515,Profession,0,B
30933,Hauberk of Karabor,,Chest,,,,Varedis Must Be Stopped,Shadowmoon Valley,,1,Hunter,Survival,Alt,https://wowhead.com/item=30933,Quest,0,B
29246,Nightfall Wristguards,,Wrist,,,,Epoch Hunter,Old Hillsbrad Foothills (H),Heroic,1,Hunter,Survival,BIS,https://wowhead.com/item=29246,Drop,0,B
29517,Ebon Netherscale Bracers,,Wrist,,,,Leatherworking (375),35577,,1,Hunter,Survival,Alt,https://wowhead.com/item=29517,Profession,0,B
29527,Primalstrike Bracers,,Wrist,,,,Leatherworking (375),35591,,1,Hunter,Survival,Alt,https://wowhead.com/item=29527,Profession,0,B
25697,Felstalker Bracers,,Wrist,,,,Leatherworking (360),32499,,1,Hunter,Survival,Alt,https://wowhead.com/item=25697,Profession,0,B
27474,Beast Lord Handguards,,Hands,,,,Warchief Kargath Bladefist,The Shattered Halls,Normal,1,Hunter,Survival,BIS,https://wowhead.com/item=27474,Drop,0,B
28506,Gloves of Dexterous Manipulation,,Hands,,,,Attumen the Huntsman,Karazhan,,1,Hunter,Survival,Alt,https://wowhead.com/item=28506,Drop,0,B
28827,Gauntlets of the Dragonslayer,,Hands,,,,Gruul the Dragonkiller,Gruul's Lair,,1,Hunter,Survival,Alt,https://wowhead.com/item=28827,Drop,0,B
25685,Fel Leather Gloves,,Hands,,,,Leatherworking (340),32490,,1,Hunter,Survival,Alt,https://wowhead.com/item=25685,Profession,0,B
28750,Girdle of Treachery,,Waist,,,,Chess Event,Karazhan,,1,Hunter,Survival,BIS,https://wowhead.com/item=28750,Drop,0,B
27760,Dunewind Sash,,Waist,,,,Ghaz'an,The Underbog,Normal,1,Hunter,Survival,Alt,https://wowhead.com/item=27760,Drop,0,B
29516,Ebon Netherscale Belt,,Waist,,,,Leatherworking (375),35576,,1,Hunter,Survival,Alt,https://wowhead.com/item=29516,Profession,0,B
29247,Girdle of the Deathdealer,,Waist,,,,Aeonus,The Black Morass (H),Heroic,1,Hunter,Survival,Alt,https://wowhead.com/item=29247,Drop,0,B
28656,Girdle of the Prowler,,Waist,,,,Terestian Illhoof,Karazhan,,1,Hunter,Survival,Alt,https://wowhead.com/item=28656,Drop,0,B
29526,Primalstrike Belt,,Waist,,,,Leatherworking (375),35590,,1,Hunter,Survival,Alt,https://wowhead.com/item=29526,Profession,0,B
28828,Gronn-Stitched Girdle,,Waist,,,,Gruul the Dragonkiller,Gruul's Lair,,1,Hunter,Survival,Alt,https://wowhead.com/item=28828,Drop,0,B
30739,Scaled Greaves of the Marksman,,Legs,,,,Doom Lord Kazzak,World Bosses,,1,Hunter,Survival,BIS,https://wowhead.com/item=30739,Drop,0,B
28741,Skulker's Greaves,,Legs,,,,Netherspite,Karazhan,,1,Hunter,Survival,BIS,https://wowhead.com/item=28741,Drop,0,B
27837,Wastewalker Leggings,,Legs,,,,Nexus-Prince Shaffar,Mana Tombs (H),Heroic,1,Hunter,Survival,Alt,https://wowhead.com/item=27837,Drop,0,B
27874,Beast Lord Leggings,,Legs,,,,Warlord Kalithresh,The Steamvault,Normal,1,Hunter,Survival,Alt,https://wowhead.com/item=27874,Drop,0,B
30538,Midnight Legguards,,Legs,,,,Quagmirran,The Slave Pens (H),Heroic,1,Hunter,Survival,Alt,https://wowhead.com/item=30538,Drop,0,B
28545,Edgewalker Longboots,,Feet,,,,Moroes,Karazhan,,1,Hunter,Survival,BIS,https://wowhead.com/item=28545,Drop,0,B
29248,Shadowstep Striders,,Feet,,,,Harbinger Skyriss,The Arcatraz (H),Heroic,1,Hunter,Survival,Alt,https://wowhead.com/item=29248,Drop,0,B
25686,Fel Leather Boots,,Feet,,,,Leatherworking (350),32493,,1,Hunter,Survival,Alt,https://wowhead.com/item=25686,Profession,0,B
28746,Fiend Slayer Boots,,Feet,,,,Chess Event,Karazhan,,1,Hunter,Survival,Alt,https://wowhead.com/item=28746,Drop,0,B
28669,Rapscallion Boots,,Feet,,,,Shade of Aran,Karazhan,,1,Hunter,Survival,Alt,https://wowhead.com/item=28669,Drop,0,B
28343,Jagged Bark Pendant,,Neck,,,,Warp Splinter,The Botanica,Normal,1,Hunter,Survival,BIS,https://wowhead.com/item=28343,Drop,0,B
28509,Worgen Claw Necklace,,Neck,,,,Attumen the Huntsman,Karazhan,,1,Hunter,Survival,Alt,https://wowhead.com/item=28509,Drop,0,B
25562,Earthen Mark of Razing,,Neck,,,,Gurok the Usurper,Nagrand,,1,Hunter,Survival,Alt,https://wowhead.com/item=25562,Quest,0,B
28674,Saberclaw Talisman,,Neck,,,,Shade of Aran,Karazhan,,1,Hunter,Survival,Alt,https://wowhead.com/item=28674,Drop,0,B
19377,Prestor's Talisman of Connivery,,Neck,,,,Nefarian,Blackwing Lair,,1,Hunter,Survival,Alt,https://wowhead.com/item=19377,Drop,0,B
29381,Choker of Vile Intent,,Neck,,,,Badge of Justice,G'eras,,1,Hunter,Survival,Alt,https://wowhead.com/item=29381,Dungeon Token,25,B
